time,pm2_5,pm10,carbon_monoxide,area
2026-08-25 04:00:00,,,,Electronic City
2026-08-25 05:00:00,,,,Electronic City
2026-08-25 06:00:00,,,,Electronic City
2026-08-25 07:00:00,,,,Electronic City
2026-08-25 08:00:00,,,,Electronic City
2026-08-25 09:00:00,,,,Electronic City
2026-08-25 10:00:00,,,,Electronic City
2026-08-25 11:00:00,,,,Electronic City
2026-08-25 12:00:00,,,,Electronic City
2026-08-25 13:00:00,,,,Electronic City
2026-08-25 14:00:00,,,,Electronic City
2026-08-25 15:00:00,,,,Electronic City
2026-08-25 16:00:00,,,,Electronic City
2026-08-25 17:00:00,,,,Electronic City
2026-08-25 18:00:00,,,,Electronic City
2026-08-25 19:00:00,,,,Electronic City
2026-08-25 20:00:00,,,,Electronic City
2026-08-25 21:00:00,,,,Electronic City
2026-08-25 22:00:00,,,,Electronic City
2026-08-25 23:00:00,,,,Electronic City
2026-08-19 00:00:00,9.2,12.2,273.0,Whitefield
2026-08-19 01:00:00,7.7,10.3,227.0,Whitefield
2026-08-19 02:00:00,6.6,8.8,191.0,Whitefield
2026-08-19 03:00:00,5.7,7.5,170.0,Whitefield
2026-08-19 04:00:00,5.2,6.8,161.0,Whitefield
2026-08-19 05:00:00,4.5,6.1,168.0,Whitefield
2026-08-19 06:00:00,4.8,6.7,209.0,Whitefield
2026-08-19 07:00:00,5.8,8.5,268.0,Whitefield
2026-08-19 08:00:00,5.9,9.4,298.0,Whitefield
2026-08-19 09:00:00,5.8,10.0,271.0,Whitefield
2026-08-19 10:00:00,5.7,9.6,217.0,Whitefield
2026-08-19 11:00:00,5.4,9.4,177.0,Whitefield
2026-08-19 12:00:00,5.7,10.6,161.0,Whitefield
2026-08-19 13:00:00,6.5,13.3,159.0,Whitefield
2026-08-19 14:00:00,7.6,16.2,185.0,Whitefield
2026-08-19 15:00:00,8.6,18.5,252.0,Whitefield
2026-08-19 16:00:00,9.0,16.5,348.0,Whitefield
2026-08-19 17:00:00,10.7,16.6,449.0,Whitefield
2026-08-19 18:00:00,11.5,16.8,578.0,Whitefield
2026-08-19 19:00:00,12.5,17.9,713.0,Whitefield
2026-08-19 20:00:00,11.4,16.2,765.0,Whitefield
2026-08-19 21:00:00,10.1,14.1,666.0,Whitefield
2026-08-19 22:00:00,8.8,12.0,483.0,Whitefield
2026-08-19 23:00:00,7.3,9.6,331.0,Whitefield
2026-08-20 00:00:00,5.7,7.6,252.0,Whitefield
2026-08-20 01:00:00,4.6,6.3,204.0,Whitefield
2026-08-20 02:00:00,4.2,6.0,173.0,Whitefield
2026-08-20 03:00:00,3.8,5.5,157.0,Whitefield
2026-08-20 04:00:00,3.3,4.7,158.0,Whitefield
2026-08-20 05:00:00,3.1,4.4,174.0,Whitefield
2026-08-20 06:00:00,3.3,4.6,218.0,Whitefield
2026-08-20 07:00:00,3.6,5.3,276.0,Whitefield
2026-08-20 08:00:00,4.4,7.3,306.0,Whitefield
2026-08-20 09:00:00,5.3,8.8,280.0,Whitefield
2026-08-20 10:00:00,5.9,10.7,226.0,Whitefield
2026-08-20 11:00:00,5.9,11.6,185.0,Whitefield
2026-08-20 12:00:00,6.2,13.0,172.0,Whitefield
2026-08-20 13:00:00,6.3,13.8,171.0,Whitefield
2026-08-20 14:00:00,6.7,14.5,180.0,Whitefield
2026-08-20 15:00:00,7.0,13.9,199.0,Whitefield
2026-08-20 16:00:00,8.0,14.5,228.0,Whitefield
2026-08-20 17:00:00,9.6,17.4,258.0,Whitefield
2026-08-20 18:00:00,10.2,15.7,293.0,Whitefield
2026-08-20 19:00:00,11.0,16.5,330.0,Whitefield
2026-08-20 20:00:00,10.3,14.5,348.0,Whitefield
2026-08-20 21:00:00,9.3,12.5,337.0,Whitefield
2026-08-20 22:00:00,8.7,11.5,308.0,Whitefield
2026-08-20 23:00:00,7.7,10.0,274.0,Whitefield
2026-08-21 00:00:00,6.5,8.6,234.0,Whitefield
2026-08-21 01:00:00,6.2,8.6,190.0,Whitefield
2026-08-21 02:00:00,5.6,7.5,157.0,Whitefield
2026-08-21 03:00:00,4.9,6.4,140.0,Whitefield
2026-08-21 04:00:00,4.3,5.7,135.0,Whitefield
2026-08-21 05:00:00,3.9,5.1,144.0,Whitefield
2026-08-21 06:00:00,3.8,5.0,182.0,Whitefield
2026-08-21 07:00:00,4.2,6.0,234.0,Whitefield
2026-08-21 08:00:00,5.0,7.7,264.0,Whitefield
2026-08-21 09:00:00,5.6,8.4,249.0,Whitefield
2026-08-21 10:00:00,6.4,10.2,211.0,Whitefield
2026-08-21 11:00:00,7.2,12.6,183.0,Whitefield
2026-08-21 12:00:00,8.6,17.2,175.0,Whitefield
2026-08-21 13:00:00,9.5,19.3,176.0,Whitefield
2026-08-21 14:00:00,9.7,19.6,184.0,Whitefield
2026-08-21 15:00:00,9.9,19.7,198.0,Whitefield
2026-08-21 16:00:00,9.6,18.0,218.0,Whitefield
2026-08-21 17:00:00,9.3,15.4,243.0,Whitefield
2026-08-21 18:00:00,10.3,15.2,281.0,Whitefield
2026-08-21 19:00:00,10.7,14.5,323.0,Whitefield
2026-08-21 20:00:00,10.3,13.6,346.0,Whitefield
2026-08-21 21:00:00,9.8,12.9,336.0,Whitefield
2026-08-21 22:00:00,9.2,12.0,306.0,Whitefield
2026-08-21 23:00:00,7.1,9.1,271.0,Whitefield
2026-08-22 00:00:00,5.6,7.1,229.0,Whitefield
2026-08-22 01:00:00,4.7,5.9,181.0,Whitefield
2026-08-22 02:00:00,4.1,5.4,147.0,Whitefield
2026-08-22 03:00:00,3.9,5.2,135.0,Whitefield
2026-08-22 04:00:00,3.7,4.9,138.0,Whitefield
2026-08-22 05:00:00,3.4,4.5,150.0,Whitefield
2026-08-22 06:00:00,3.2,4.1,180.0,Whitefield
2026-08-22 07:00:00,3.6,4.5,220.0,Whitefield
2026-08-22 08:00:00,3.7,5.0,243.0,Whitefield
2026-08-22 09:00:00,4.0,6.0,231.0,Whitefield
2026-08-22 10:00:00,4.6,7.1,201.0,Whitefield
2026-08-22 11:00:00,5.2,8.5,179.0,Whitefield
2026-08-22 12:00:00,5.6,9.7,174.0,Whitefield
2026-08-22 13:00:00,6.1,10.8,178.0,Whitefield
2026-08-22 14:00:00,6.3,10.9,188.0,Whitefield
2026-08-22 15:00:00,6.2,10.5,201.0,Whitefield
2026-08-22 16:00:00,6.4,10.8,220.0,Whitefield
2026-08-22 17:00:00,7.7,11.0,258.0,Whitefield
2026-08-22 18:00:00,8.4,11.3,341.0,Whitefield
2026-08-22 19:00:00,8.6,10.8,441.0,Whitefield
2026-08-22 20:00:00,7.7,9.4,492.0,Whitefield
2026-08-22 21:00:00,6.7,8.1,449.0,Whitefield
2026-08-22 22:00:00,5.3,6.3,355.0,Whitefield
2026-08-22 23:00:00,4.4,5.1,273.0,Whitefield
2026-08-23 00:00:00,3.4,4.0,222.0,Whitefield
2026-08-23 01:00:00,3.3,4.5,182.0,Whitefield
2026-08-23 02:00:00,2.7,3.5,157.0,Whitefield
2026-08-23 03:00:00,2.6,3.4,152.0,Whitefield
2026-08-23 04:00:00,2.5,3.5,161.0,Whitefield
2026-08-23 05:00:00,2.5,3.5,156.8,Whitefield
2026-08-23 06:00:00,3.0,4.2,149.0,Whitefield
2026-08-23 07:00:00,3.2,4.8,146.3,Whitefield
2026-08-23 08:00:00,3.6,5.3,145.0,Whitefield
2026-08-23 09:00:00,5.0,9.2,144.0,Whitefield
2026-08-23 10:00:00,5.3,8.6,141.0,Whitefield
2026-08-23 11:00:00,5.7,9.8,137.0,Whitefield
2026-08-23 12:00:00,5.3,9.4,132.0,Whitefield
2026-08-23 13:00:00,5.6,10.5,127.0,Whitefield
2026-08-23 14:00:00,5.5,10.4,131.0,Whitefield
2026-08-23 15:00:00,5.7,11.0,152.0,Whitefield
2026-08-23 16:00:00,7.1,12.6,181.0,Whitefield
2026-08-23 17:00:00,7.2,10.5,201.0,Whitefield
2026-08-23 18:00:00,6.5,9.0,205.0,Whitefield
2026-08-23 19:00:00,6.7,8.6,201.0,Whitefield
2026-08-23 20:00:00,6.0,7.6,193.0,Whitefield
2026-08-23 21:00:00,5.3,6.4,183.0,Whitefield
2026-08-23 22:00:00,4.7,5.5,170.0,Whitefield
2026-08-23 23:00:00,3.9,4.7,157.0,Whitefield
2026-08-24 00:00:00,4.0,5.7,146.0,Whitefield
2026-08-24 01:00:00,3.4,4.7,136.0,Whitefield
2026-08-24 02:00:00,2.6,3.3,128.0,Whitefield
2026-08-24 03:00:00,2.4,3.1,124.0,Whitefield
2026-08-24 04:00:00,2.5,3.3,123.0,Whitefield
2026-08-24 05:00:00,2.6,3.4,122.0,Whitefield
2026-08-24 06:00:00,,,,Whitefield
2026-08-24 07:00:00,,,,Whitefield
2026-08-24 08:00:00,,,,Whitefield
2026-08-24 09:00:00,,,,Whitefield
2026-08-24 10:00:00,,,,Whitefield
2026-08-24 11:00:00,,,,Whitefield
2026-08-24 12:00:00,,,,Whitefield
2026-08-24 13:00:00,,,,Whitefield
2026-08-24 14:00:00,,,,Whitefield
2026-08-24 15:00:00,,,,Whitefield
2026-08-24 16:00:00,,,,Whitefield
2026-08-24 17:00:00,,,,Whitefield
2026-08-24 18:00:00,,,,Whitefield
2026-08-24 19:00:00,,,,Whitefield
2026-08-24 20:00:00,,,,Whitefield
2026-08-24 21:00:00,,,,Whitefield
2026-08-24 22:00:00,,,,Whitefield
2026-08-24 23:00:00,,,,Whitefield
2026-08-25 00:00:00,,,,Whitefield
2026-08-25 01:00:00,,,,Whitefield
2026-08-25 02:00:00,,,,Whitefield
2026-08-25 03:00:00,,,,Whitefield
2026-08-25 04:00:00,,,,Whitefield
2026-08-25 05:00:00,,,,Whitefield
2026-08-25 06:00:00,,,,Whitefield
2026-08-25 07:00:00,,,,Whitefield
2026-08-25 08:00:00,,,,Whitefield
2026-08-25 09:00:00,,,,Whitefield
2026-08-25 10:00:00,,,,Whitefield
2026-08-25 11:00:00,,,,Whitefield
2026-08-25 12:00:00,,,,Whitefield
2026-08-25 13:00:00,,,,Whitefield
2026-08-25 14:00:00,,,,Whitefield
2026-08-25 15:00:00,,,,Whitefield
2026-08-25 16:00:00,,,,Whitefield
2026-08-25 17:00:00,,,,Whitefield
2026-08-25 18:00:00,,,,Whitefield
2026-08-25 19:00:00,,,,Whitefield
2026-08-25 20:00:00,,,,Whitefield
2026-08-25 21:00:00,,,,Whitefield
2026-08-25 22:00:00,,,,Whitefield
2026-08-25 23:00:00,,,,Whitefield
